listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
1016,Stunning Townhouse | Palm Jumeirah | Vacant Soon,"Landlord maintained, no agency fees. Close to metro station and community mall. Near international schools. Balcony with community view.",Townhouse,Palm Jumeirah,25.11146,55.14915,4,2476,1,17,0,34500,Sofia Marchetti,2026-05-31,active,0,1016
2386,Brand New Listing: 2BR Apartment in Jumeirah Village Circle,Pet friendly building. Covered parking included. Recently renovated kitchen and bathrooms. Close to metro station and community mall.,2BR Apartment,Jumeirah Village Circle,25.07718,55.2253,2,1364,0,4,17,6500,Chen Wei,2026-06-19,active,0,1017
2005,"Upgraded Studio in Business Bay, Motivated Seller",Pet friendly building. Recently renovated kitchen and bathrooms.,Studio,Business Bay,25.18026,55.25592,0,445,1,20,41,3250,Anjali Menon,2026-07-21,active,0,2005
1407,Exclusive 2BR Apartment in Discovery Gardens | High Floor,Pet friendly building. Shared pool and gym access.,2BR Apartment,Discovery Gardens,25.01555,55.13328,3,1125,1,12,39,5250,Layla Haddad,2026-08-26,active,0,1407
666,"Upgraded Villa in Jumeirah Lake Towers, Motivated Seller","Covered parking included. Landlord maintained, no agency fees. Near international schools.",Villa,Jumeirah Lake Towers,25.08848,55.12626,5,3582,0,4,0,24500,Priya Nair,2026-03-13,active,0,666
2388,Brand New Listing: Townhouse in Arabian Ranches,"Available for immediate move-in. Landlord maintained, no agency fees. Balcony with community view. Shared pool and gym access.",Townhouse,Arabian Ranches,25.0704,55.29083,3,2177,1,0,0,14500,Chen Wei,2026-09-04,active,0,579
283,Studio with Full Amenities - Discovery Gardens,"Landlord maintained, no agency fees. Shared pool and gym access.",Studio,Discovery Gardens,25.01872,55.1222,0,463,0,5,32,2750,Noor Abdullah,2026-06-02,active,0,283
1623,Exclusive Townhouse in Business Bay | High Floor,"Close to metro station and community mall. Landlord maintained, no agency fees.",Townhouse,Business Bay,25.19058,55.23857,3,2385,1,7,0,17750,Yusuf Karimi,2026-03-17,active,0,1623
802,1BR Apartment with Full Amenities - Arabian Ranches,Covered parking included. Recently renovated kitchen and bathrooms. Available for immediate move-in. Close to metro station and community mall.,1BR Apartment,Arabian Ranches,25.06883,55.27636,1,905,0,12,21,6000,Sofia Marchetti,2026-05-03,active,0,802
628,Spacious Townhouse in Arabian Ranches | Ready to Move,Balcony with community view. Shared pool and gym access. Recently renovated kitchen and bathrooms. Close to metro station and community mall.,Townhouse,Arabian Ranches,25.07413,55.29502,4,2532,0,16,0,17250,Hassan Ali,2026-04-07,active,0,628
625,"Upgraded 1BR Apartment in Mirdif, Motivated Seller",Available for immediate move-in. Covered parking included.,1BR Apartment,Mirdif,25.19484,55.43183,2,725,0,20,4,2750,Ravi Shankar,2026-04-23,active,0,625
1160,3BR Apartment with Full Amenities - Discovery Gardens,Close to metro station and community mall. Balcony with community view. Near international schools.,3BR Apartment,Discovery Gardens,25.02541,55.14245,4,1443,0,22,34,6250,Layla Haddad,2026-02-01,active,0,1160
2175,Stunning 1BR Apartment | Jumeirah Village Circle | Vacant Soon,"Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Covered parking included.",1BR Apartment,Jumeirah Village Circle,25.07687,55.19907,1,863,0,5,22,5250,Chen Wei,2026-02-28,active,0,2175
711,"Upgraded Townhouse in Palm Jumeirah, Motivated Seller",Pet friendly building. Covered parking included. Balcony with community view.,Townhouse,Palm Jumeirah,25.10346,55.12538,4,2098,0,4,0,30500,Chen Wei,2026-07-02,active,0,711
2458,Studio in Arabian Ranches | Well Maintained,Near international schools. Pet friendly building.,Studio,Arabian Ranches,25.038,55.2561,0,499,1,0,29,4000,Layla Haddad,2026-01-24,active,0,562
676,Spacious 1BR Apartment in Business Bay | Ready to Move,Built-in wardrobes throughout. Balcony with community view.,1BR Apartment,Business Bay,25.19093,55.2573,2,853,0,3,30,7750,Grace Okafor,2026-04-14,active,0,676
2542,Brand New Listing: Townhouse in Al Furjan,Pet friendly building. Balcony with community view. Near international schools.,Townhouse,Al Furjan,25.03126,55.12657,3,2407,0,8,0,10500,Ravi Shankar,2026-08-30,active,0,1314
1736,"Upgraded 1BR Apartment in Dubai Marina, Motivated Seller",Near international schools. Available for immediate move-in. Balcony with community view.,1BR Apartment,Dubai Marina,25.09663,55.14115,2,725,0,13,17,5500,Layla Haddad,2026-02-04,active,0,1736
2056,Chiller Free Townhouse in Mirdif,Pet friendly building. Close to metro station and community mall. Available for immediate move-in.,Townhouse,Mirdif,25.23934,55.41802,3,2136,1,1,0,12250,Fatima Al-Suwaidi,2026-06-18,active,0,2056
1327,3BR Apartment for Rent in Dubai Sports City - Prime Location,Available for immediate move-in. Close to metro station and community mall.,3BR Apartment,Dubai Sports City,25.049,55.19984,3,1597,0,17,16,7500,Anjali Menon,2026-02-21,active,0,1327
2088,Townhouse with Full Amenities - Jumeirah Lake Towers,Near international schools. Shared pool and gym access.,Townhouse,Jumeirah Lake Towers,25.05618,55.12288,4,2140,0,9,0,13500,Chen Wei,2026-05-17,active,0,2088
404,"Upgraded Studio in Business Bay, Motivated Seller","Near international schools. Landlord maintained, no agency fees. Available for immediate move-in.",Studio,Business Bay,25.18805,55.25989,0,461,0,13,10,3250,Fatima Al-Suwaidi,2026-08-02,active,0,404
602,Studio for Rent in Al Furjan - Prime Location,"Balcony with community view. Close to metro station and community mall. Landlord maintained, no agency fees.",Studio,Al Furjan,25.00548,55.16093,0,411,1,15,12,2500,Noor Abdullah,2026-08-08,active,0,602
743,Best Deal! Townhouse in Downtown Dubai,Covered parking included. Balcony with community view. Close to metro station and community mall.,Townhouse,Downtown Dubai,25.18704,55.29763,4,1958,0,8,0,17750,Michael Costa,2026-02-26,active,0,743
1037,Stunning Villa | Downtown Dubai | Vacant Soon,Pet friendly building. Near international schools.,Villa,Downtown Dubai,25.18287,55.29348,6,3089,1,10,0,29000,Noor Abdullah,2026-02-26,active,0,1037
1914,Best Deal! Townhouse in Dubai Sports City,Available for immediate move-in. Built-in wardrobes throughout. Close to metro station and community mall.,Townhouse,Dubai Sports City,25.04747,55.2241,3,2155,0,21,0,7250,Michael Costa,2026-01-26,active,0,1914
639,Best Deal! Studio in Al Furjan,"Pet friendly building. Balcony with community view. Landlord maintained, no agency fees.",Studio,Al Furjan,25.03909,55.16038,0,513,1,17,41,2250,Noor Abdullah,2026-02-26,active,0,639
2485,Townhouse in Business Bay | Well Maintained,Pet friendly building. Close to metro station and community mall. Shared pool and gym access. Balcony with community view.,Townhouse,Business Bay,25.16353,55.27007,3,2376,0,20,0,16500,Yusuf Karimi,2026-03-20,active,0,307
1880,Stunning Townhouse | Palm Jumeirah | Vacant Soon,Close to metro station and community mall. Balcony with community view. Pet friendly building.,Townhouse,Palm Jumeirah,25.08885,55.13417,4,2015,0,0,0,31000,Noor Abdullah,2026-07-16,active,0,1880
1681,Stunning Townhouse | Arabian Ranches | Vacant Soon,Shared pool and gym access. Balcony with community view.,Townhouse,Arabian Ranches,25.07052,55.29373,4,1900,0,0,0,13500,Yusuf Karimi,2026-03-02,active,0,1681
313,Spacious Studio in Business Bay | Ready to Move,"Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Covered parking included.",Studio,Business Bay,25.20666,55.24326,0,512,0,4,14,4250,Fatima Al-Suwaidi,2026-01-02,active,0,313
12,Chiller Free 1BR Apartment in Palm Jumeirah,"Close to metro station and community mall. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Covered parking included.",1BR Apartment,Palm Jumeirah,25.12381,55.15403,1,942,0,7,31,13750,Anjali Menon,2026-04-19,active,0,12
1139,3BR Apartment with Full Amenities - Mirdif,"Covered parking included. Pet friendly building. Near international schools. Landlord maintained, no agency fees.",3BR Apartment,Mirdif,25.21424,55.39869,4,1504,0,19,23,7250,Omar Farouk,2026-03-16,active,0,1139
135,"Upgraded Villa in Palm Jumeirah, Motivated Seller",Near international schools. Pet friendly building.,Villa,Palm Jumeirah,25.11193,55.13179,5,4216,1,13,0,49000,Anjali Menon,2026-06-02,active,0,135
416,Stunning 1BR Apartment | Mirdif | Vacant Soon,"Pet friendly building. Landlord maintained, no agency fees. Available for immediate move-in. Close to metro station and community mall.",1BR Apartment,Mirdif,25.23479,55.42536,1,873,0,17,13,3250,Priya Nair,2026-01-30,active,0,416
2575,URGENT SALE Chiller Free 1BR Apartment in Al Furjan,Built-in wardrobes throughout. Near international schools.,1BR Apartment,Al Furjan,25.02281,55.14035,2,878,0,16,12,1765,Chen Wei,2026-05-26,active,1,2575
1862,Chiller Free Villa in Arabian Ranches,"Covered parking included. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Shared pool and gym access.",Villa,Arabian Ranches,25.06886,55.25507,6,5062,0,22,0,27000,Michael Costa,2026-06-09,active,0,1862
1662,2BR Apartment with Full Amenities - Business Bay,Shared pool and gym access. Available for immediate move-in. Near international schools. Pet friendly building.,2BR Apartment,Business Bay,25.17482,55.24157,2,1065,0,12,19,6750,Ravi Shankar,2026-04-29,active,0,1662
957,Chiller Free 2BR Apartment in Al Furjan,Balcony with community view. Built-in wardrobes throughout.,2BR Apartment,Al Furjan,25.0224,55.13974,3,1200,1,22,36,6000,Noor Abdullah,2026-01-23,active,0,957
1976,Chiller Free Townhouse in Palm Jumeirah,Recently renovated kitchen and bathrooms. Covered parking included. Pet friendly building.,Townhouse,Palm Jumeirah,25.11064,55.11782,3,2367,0,17,0,31750,Chen Wei,2026-05-02,active,0,1976
2340,"Hot Deal - Townhouse in Dubai Silicon Oasis, Call Now","Landlord maintained, no agency fees. Near international schools.",Townhouse,Dubai Silicon Oasis,25.14213,55.37654,3,2056,1,20,0,8000,Layla Haddad,2026-04-07,active,0,767
180,"Upgraded Townhouse in Dubai Marina, Motivated Seller",Close to metro station and community mall. Balcony with community view.,Townhouse,Dubai Marina,25.08483,55.16116,3,2289,1,19,0,17500,Hassan Ali,2026-08-05,active,0,180
364,Exclusive Townhouse in Dubai Silicon Oasis | High Floor,Shared pool and gym access. Balcony with community view. Recently renovated kitchen and bathrooms. Pet friendly building.,Townhouse,Dubai Silicon Oasis,25.10879,55.38103,4,1889,1,14,0,8000,Elena Popescu,2026-07-06,active,0,364
240,Exclusive 1BR Apartment in Dubai Sports City | High Floor,Built-in wardrobes throughout. Pet friendly building. Available for immediate move-in.,1BR Apartment,Dubai Sports City,25.06466,55.19313,1,842,0,11,38,3750,Michael Costa,2026-08-21,active,0,240
1916,Townhouse with Full Amenities - Discovery Gardens,Pet friendly building. Near international schools. Shared pool and gym access.,Townhouse,Discovery Gardens,25.03289,55.14933,4,2430,0,15,0,9250,Sofia Marchetti,2026-01-21,active,0,1916
1842,Stunning Townhouse | Discovery Gardens | Vacant Soon,Built-in wardrobes throughout. Covered parking included.,Townhouse,Discovery Gardens,25.03132,55.15778,3,2434,1,12,0,14250,Daniel Reyes,2026-01-15,active,0,1842
2329,Studio in Jumeirah Lake Towers | Well Maintained,Recently renovated kitchen and bathrooms. Covered parking included.,Studio,Jumeirah Lake Towers,25.0793,55.16393,0,445,1,20,16,4000,Anjali Menon,2026-02-07,active,0,617
33,Stunning 1BR Apartment | Arabian Ranches | Vacant Soon,Recently renovated kitchen and bathrooms. Covered parking included. Pet friendly building.,1BR Apartment,Arabian Ranches,25.06117,55.28374,1,685,0,20,3,4250,Michael Costa,2026-02-09,active,0,33
613,Spacious 1BR Apartment in Dubai Marina | Ready to Move,"Recently renovated kitchen and bathrooms. Shared pool and gym access. Landlord maintained, no agency fees.",1BR Apartment,Dubai Marina,25.09988,55.13924,1,754,0,10,4,6250,Hassan Ali,2026-06-29,active,0,613
632,Stunning Villa | Palm Jumeirah | Vacant Soon,"Available for immediate move-in. Shared pool and gym access. Landlord maintained, no agency fees. Balcony with community view.",Villa,Palm Jumeirah,25.09377,55.14885,4,4724,0,4,0,66750,Omar Farouk,2026-02-12,active,0,632
1905,Best Deal! Studio in Palm Jumeirah,Available for immediate move-in. Recently renovated kitchen and bathrooms. Balcony with community view.,Studio,Palm Jumeirah,25.1021,55.15114,0,485,0,13,26,5750,Layla Haddad,2026-07-09,active,0,1905
1821,Exclusive 2BR Apartment in Palm Jumeirah | High Floor,Shared pool and gym access. Balcony with community view. Near international schools.,2BR Apartment,Palm Jumeirah,25.13392,55.12891,2,1266,1,1,26,16250,Ravi Shankar,2026-06-15,active,0,1821
1305,Spacious Villa in Jumeirah Lake Towers | Ready to Move,Available for immediate move-in. Recently renovated kitchen and bathrooms. Shared pool and gym access. Balcony with community view.,Villa,Jumeirah Lake Towers,25.07576,55.14387,5,5080,0,9,0,37500,Omar Farouk,2026-01-24,active,0,1305
1860,1BR Apartment for Rent in Business Bay - Prime Location,Near international schools. Shared pool and gym access. Built-in wardrobes throughout. Close to metro station and community mall.,1BR Apartment,Business Bay,25.1699,55.25117,1,779,0,8,14,7000,Omar Farouk,2026-05-24,active,0,1860
120,Stunning Villa | Mirdif | Vacant Soon,Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Balcony with community view. Near international schools.,Villa,Mirdif,25.21145,55.40247,4,4521,1,12,0,21000,Hassan Ali,2026-06-19,active,0,120
1633,Chiller Free Studio in Arabian Ranches,"Landlord maintained, no agency fees. Near international schools.",Studio,Arabian Ranches,25.0579,55.28031,0,482,1,7,9,3250,Sofia Marchetti,2026-03-25,active,0,1633
736,Chiller Free Studio in Jumeirah Village Circle,"Landlord maintained, no agency fees. Shared pool and gym access. Available for immediate move-in. Close to metro station and community mall.",Studio,Jumeirah Village Circle,25.06258,55.21382,0,405,0,15,16,2000,Hassan Ali,2026-07-19,active,0,736
1655,Exclusive 3BR Apartment in Jumeirah Lake Towers | High Floor,"Landlord maintained, no agency fees. Balcony with community view. Near international schools. Built-in wardrobes throughout.",3BR Apartment,Jumeirah Lake Towers,25.06861,55.14541,3,1494,0,18,8,11250,Daniel Reyes,2026-07-07,active,0,1655
20,Stunning Villa | Business Bay | Vacant Soon,Close to metro station and community mall. Built-in wardrobes throughout. Balcony with community view. Covered parking included.,Villa,Business Bay,25.16857,55.25351,4,4609,0,13,0,36250,Elena Popescu,2026-06-26,active,0,20
2558,"Hot Deal - Townhouse in Business Bay, Call Now","Pet friendly building. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Landlord maintained, no agency fees.",Townhouse,Business Bay,25.17814,55.26167,4,2026,1,20,0,14000,Omar Farouk,2026-03-15,active,0,1941
2490,"Hot Deal - 1BR Apartment in Palm Jumeirah, Call Now","Built-in wardrobes throughout. Landlord maintained, no agency fees.",1BR Apartment,Palm Jumeirah,25.09196,55.13203,2,929,0,14,38,11000,Ravi Shankar,2026-04-21,active,0,2
1353,Exclusive Studio in Arabian Ranches | High Floor,Near international schools. Shared pool and gym access. Balcony with community view.,Studio,Arabian Ranches,25.06256,55.26267,0,520,1,8,35,3500,Fatima Al-Suwaidi,2026-03-18,active,0,1353
2201,"Hot Deal - 1BR Apartment in Jumeirah Village Circle, Call Now","Shared pool and gym access. Built-in wardrobes throughout. Landlord maintained, no agency fees. Near international schools.",1BR Apartment,Jumeirah Village Circle,25.05216,55.21485,1,959,1,9,36,6500,Hassan Ali,2026-08-29,active,0,517
315,Stunning Townhouse | Palm Jumeirah | Vacant Soon,Near international schools. Built-in wardrobes throughout.,Townhouse,Palm Jumeirah,25.11443,55.11654,3,1904,1,11,0,25250,Michael Costa,2026-05-27,active,0,315
722,Spacious Townhouse in Jumeirah Lake Towers | Ready to Move,Shared pool and gym access. Available for immediate move-in. Balcony with community view. Recently renovated kitchen and bathrooms.,Townhouse,Jumeirah Lake Towers,25.04931,55.13483,3,2128,1,0,0,16750,Anjali Menon,2026-08-22,active,0,722
1447,Stunning 3BR Apartment | Jumeirah Lake Towers | Vacant Soon,Available for immediate move-in. Shared pool and gym access.,3BR Apartment,Jumeirah Lake Towers,25.0775,55.12172,4,1951,1,18,11,17500,Elena Popescu,2026-06-26,active,0,1447
